task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch
prp,0,4,23,face_03,object_14,irrelevant,false_font,center,false_font_15,0.5,0.872392460823321,0,onset,1000
prp,0,4,24,face_03,object_14,irrelevant,false_font,right,false_font_17,1,1.69285600816485,0.266,offset,1000
prp,0,4,25,face_03,object_14,irrelevant,letter,left,letter_05,1,0.751701309914972,0.166,offset,1000
prp,0,4,26,face_03,object_14,non-target,object,right,object_07,1,1.49955652438379,0.266,offset,1000
prp,0,4,27,face_03,object_14,target,object,left,object_14,1,0.913911098067284,466,offset,1100
prp,0,4,28,face_03,object_14,non-target,object,center,object_18,1.5,0.731270892566725,0.266,onset,1000
prp,0,4,29,face_03,object_14,non-target,face,left,face_19,1,1.02495832420929,0.466,offset,1100
prp,0,4,30,face_03,object_14,irrelevant,false_font,left,false_font_18,0.5,1.35622860024704,0,onset,1100
prp,0,4,31,face_03,object_14,irrelevant,false_font,right,false_font_15,0.5,1.15627227243464,0,offset,1100
prp,0,4,32,face_03,object_14,non-target,face,center,face_09,1,1.3818826633185,0.466,onset,1000
prp,0,4,33,face_03,object_14,non-target,object,center,object_20,1.5,1.23085049943507,0,onset,1100
prp,0,4,34,face_03,object_14,target,face,center,face_03,0.5,1.14056348066624,466,offset,1000
prp,0,4,35,face_03,object_14,target,face,left,face_03,1,1.63715492883479,466,offset,1100
prp,0,4,36,face_03,object_14,target,face,left,face_03,0.5,1.46815455398661,266,offset,1000
prp,0,4,37,face_03,object_14,irrelevant,letter,center,letter_03,1,1.26095810182296,0.466,offset,1000
prp,0,4,38,face_03,object_14,irrelevant,letter,center,letter_09,1,1.45524756773119,0,offset,1100
prp,0,5,1,face_15,object_05,target,face,center,face_15,0.5,1.33436705841963,266,onset,1000
prp,0,5,2,face_15,object_05,non-target,face,left,face_04,0.5,1.25570268352569,0.266,offset,1100
prp,0,5,3,face_15,object_05,irrelevant,false_font,center,false_font_08,1,1.0360273958585,0.466,onset,1000
prp,0,5,4,face_15,object_05,irrelevant,false_font,right,false_font_14,0.5,1.89900884852746,0.466,offset,1000
prp,0,5,5,face_15,object_05,irrelevant,false_font,center,false_font_20,1,1.02337039988511,0,offset,1000
prp,0,5,6,face_15,object_05,non-target,face,center,face_11,1,1.62643819231407,0,offset,1000
prp,0,5,7,face_15,object_05,irrelevant,false_font,center,false_font_13,1.5,1.66384458341259,0.266,offset,1000
prp,0,5,8,face_15,object_05,non-target,face,left,face_17,0.5,1.58258969376741,0.466,offset,1000
prp,0,5,9,face_15,object_05,non-target,object,center,object_07,0.5,1.88191856715279,0.466,offset,1000
prp,0,5,10,face_15,object_05,target,object,center,object_05,0.5,0.717907297453061,166,onset,1100
prp,0,5,11,face_15,object_05,non-target,face,center,face_09,0.5,0.971197896576395,0.266,onset,1000
prp,0,5,12,face_15,object_05,non-target,face,center,face_18,1,0.94893988487763,0.166,onset,1000
prp,0,5,13,face_15,object_05,non-target,face,center,face_16,1.5,1.32767911868636,0.266,offset,1100
prp,0,5,14,face_15,object_05,irrelevant,letter,left,letter_11,1,1.74273636184139,0.466,onset,1000
prp,0,5,15,face_15,object_05,non-target,object,center,object_02,0.5,1.71130392957586,0.266,onset,1000
prp,0,5,16,face_15,object_05,non-target,object,left,object_12,0.5,1.98236310618294,0,offset,1000
prp,0,5,17,face_15,object_05,irrelevant,letter,center,letter_02,1,0.85597712189817,0.466,offset,1000
prp,0,5,18,face_15,object_05,irrelevant,false_font,right,false_font_06,1,0.925641259808777,0.166,offset,1000
prp,0,5,19,face_15,object_05,target,object,center,object_05,1.5,0.757255668092283,266,onset,1000
prp,0,5,20,face_15,object_05,non-target,face,center,face_09,0.5,1.81198026005214,0.166,onset,1000
prp,0,5,21,face_15,object_05,irrelevant,letter,right,letter_08,1.5,0.862682814224819,0.466,offset,1100
prp,0,5,22,face_15,object_05,irrelevant,false_font,center,false_font_14,1.5,1.90876145828911,0.166,offset,1100
prp,0,5,23,face_15,object_05,non-target,object,right,object_12,1.5,1.05433300455984,0.266,onset,1100
prp,0,5,24,face_15,object_05,irrelevant,letter,center,letter_01,1,1.20795349439643,0,onset,1000
prp,0,5,25,face_15,object_05,irrelevant,false_font,center,false_font_01,0.5,0.809178791906295,0.466,offset,1000
prp,0,5,26,face_15,object_05,irrelevant,false_font,center,false_font_19,0.5,1.68312150577492,0.266,offset,1000
prp,0,5,27,face_15,object_05,irrelevant,letter,right,letter_09,1,0.875265508575003,0.166,offset,1100
prp,0,5,28,face_15,object_05,non-target,object,center,object_17,1.5,0.993595598294536,0.166,onset,1100
prp,0,5,29,face_15,object_05,non-target,object,center,object_20,1.5,0.971856839732694,0.266,offset,1000
prp,0,5,30,face_15,object_05,irrelevant,false_font,center,false_font_17,1,1.24112496966725,0,onset,1000
prp,0,5,31,face_15,object_05,irrelevant,false_font,center,false_font_05,0.5,1.17705857666824,0.166,onset,1100
prp,0,5,32,face_15,object_05,non-target,object,left,object_07,1.5,0.997433716985104,0.166,offset,1100
prp,0,5,33,face_15,object_05,non-target,object,right,object_04,0.5,1.89113703330152,0.266,offset,1000
prp,0,5,34,face_15,object_05,non-target,face,center,face_05,1.5,0.736672919457879,0,onset,1000
prp,0,5,35,face_15,object_05,irrelevant,letter,center,letter_06,1,1.51182368513999,0.166,offset,1100
prp,0,6,1,face_09,object_16,non-target,face,center,face_10,0.5,0.9636991605943,0.466,offset,1000
prp,0,6,2,face_09,object_16,non-target,object,left,object_01,1,1.21838852735188,0.466,onset,1000
prp,0,6,3,face_09,object_16,irrelevant,false_font,left,false_font_20,0.5,1.38070321256806,0.266,offset,1100
prp,0,6,4,face_09,object_16,irrelevant,letter,center,letter_12,1,0.821581031434492,0.466,onset,1000
prp,0,6,5,face_09,object_16,non-target,face,center,face_20,1.5,1.65450161708385,0.166,offset,1100
prp,0,6,6,face_09,object_16,irrelevant,letter,left,letter_17,1.5,1.79203315707162,0.466,offset,1000
prp,0,6,7,face_09,object_16,target,object,center,object_16,1.5,0.928947487484053,266,onset,1100
prp,0,6,8,face_09,object_16,target,object,center,object_16,0.5,1.36932493397418,466,offset,1000
prp,0,6,9,face_09,object_16,non-target,object,center,object_13,1,0.838788239774141,0.466,onset,1000
prp,0,6,10,face_09,object_16,non-target,face,right,face_06,1,0.801860403089158,0.266,offset,1100
prp,0,6,11,face_09,object_16,non-target,face,center,face_03,0.5,1.85674227277209,0.266,offset,1100
prp,0,6,12,face_09,object_16,target,object,center,object_16,1,1.35755793522311,0,offset,1000
prp,0,6,13,face_09,object_16,irrelevant,false_font,center,false_font_03,0.5,1.46756590937815,0,offset,1000
prp,0,6,14,face_09,object_16,irrelevant,false_font,right,false_font_12,1.5,0.713952782849384,0,offset,1100
prp,0,6,15,face_09,object_16,irrelevant,false_font,right,false_font_09,1.5,0.857996071162944,0.166,offset,1000
prp,0,6,16,face_09,object_16,irrelevant,false_font,center,false_font_06,0.5,0.914381942185043,0.266,onset,1100
prp,0,6,17,face_09,object_16,non-target,face,right,face_18,1.5,0.954848357471678,0.166,onset,1000
prp,0,6,18,face_09,object_16,irrelevant,letter,center,letter_07,1,1.06613224702876,0.466,onset,1000
prp,0,6,19,face_09,object_16,irrelevant,false_font,center,false_font_09,1.5,1.75297633820444,0,onset,1000
prp,0,6,20,face_09,object_16,non-target,face,center,face_16,0.5,0.951079787823662,0.266,offset,1000
prp,0,6,21,face_09,object_16,irrelevant,letter,center,letter_14,1,1.21420586991599,0,offset,1100
prp,0,6,22,face_09,object_16,irrelevant,false_font,right,false_font_20,0.5,1.25086128489086,0.466,offset,1000
prp,0,6,23,face_09,object_16,irrelevant,letter,center,letter_17,1.5,1.62734134272406,0.466,onset,1100
prp,0,6,24,face_09,object_16,non-target,face,left,face_10,1,0.875982548983793,0.266,offset,1100
prp,0,6,25,face_09,object_16,non-target,face,right,face_04,1,1.06257227094265,0.266,onset,1000
prp,0,6,26,face_09,object_16,target,face,center,face_09,1.5,1.74956935167396,266,onset,1000
prp,0,6,27,face_09,object_16,non-target,face,left,face_08,1,0.890080587744074,0.266,onset,1100
prp,0,6,28,face_09,object_16,non-target,face,center,face_15,1.5,1.30242720232065,0.266,offset,1000
prp,0,6,29,face_09,object_16,non-target,face,center,face_18,0.5,1.01206924428151,0.266,onset,1100
prp,0,6,30,face_09,object_16,irrelevant,false_font,center,false_font_15,1.5,1.28608939781301,0.266,onset,1100
prp,0,6,31,face_09,object_16,irrelevant,letter,center,letter_18,1,1.09504441195496,0,onset,1100
prp,0,6,32,face_09,object_16,non-target,object,center,object_13,1,1.40204881293855,0,onset,1000
prp,0,6,33,face_09,object_16,irrelevant,false_font,center,false_font_01,0.5,1.81341324362451,0.166,onset,1100
prp,0,6,34,face_09,object_16,non-target,object,center,object_13,1.5,1.88875340623257,0.266,onset,1100
prp,0,6,35,face_09,object_16,non-target,object,center,object_08,0.5,1.57056001127342,0.266,onset,1000
prp,0,6,36,face_09,object_16,irrelevant,false_font,left,false_font_08,0.5,1.86244747554579,0.266,offset,1100
prp,0,7,1,letter_15,false_font_03,irrelevant,face,left,face_06,1.5,1.84370570353563,0.266,offset,1000
prp,0,7,2,letter_15,false_font_03,irrelevant,face,center,face_04,1,1.50781773954917,0.166,offset,1100
prp,0,7,3,letter_15,false_font_03,non-target,letter,center,letter_06,0.5,0.737855027670192,0,onset,1000
prp,0,7,4,letter_15,false_font_03,target,false_font,right,false_font_03,1,0.710993646135854,466,onset,1000
prp,0,7,5,letter_15,false_font_03,non-target,false_font,center,false_font_08,1,0.963671450828864,0.166,onset,1000
prp,0,7,6,letter_15,false_font_03,irrelevant,object,right,object_13,1.5,1.09721943153028,0.466,onset,1100
prp,0,7,7,letter_15,false_font_03,non-target,false_font,center,false_font_11,1,0.720938876208014,0.466,onset,1000
prp,0,7,8,letter_15,false_font_03,irrelevant,face,left,face_04,1.5,0.931921291020345,0.166,offset,1100
prp,0,7,9,letter_15,false_font_03,irrelevant,face,left,face_20,1,1.09798140614252,0.166,offset,1000
prp,0,7,10,letter_15,false_font_03,non-target,false_font,left,false_font_01,1.5,1.78225061403495,0.466,offset,1100
prp,0,7,11,letter_15,false_font_03,non-target,false_font,center,false_font_14,1.5,1.90164091127804,0.166,onset,1000
prp,0,7,12,letter_15,false_font_03,irrelevant,face,right,face_07,1,1.39285716647201,0.266,onset,1000
prp,0,7,13,letter_15,false_font_03,irrelevant,object,right,object_19,1.5,0.736897496143532,0.166,offset,1000
prp,0,7,14,letter_15,false_font_03,non-target,false_font,left,false_font_15,1.5,1.24643054827199,0.466,offset,1100
prp,0,7,15,letter_15,false_font_03,irrelevant,face,center,face_16,1.5,1.37271373557412,0,onset,1000
prp,0,7,16,letter_15,false_font_03,non-target,letter,center,letter_20,0.5,1.266541723335,0.466,offset,1000
prp,0,7,17,letter_15,false_font_03,non-target,false_font,left,false_font_01,1.5,0.733659223142598,0.266,offset,1100
prp,0,7,18,letter_15,false_font_03,target,false_font,left,false_font_03,0.5,1.41809873752266,466,onset,1000
prp,0,7,19,letter_15,false_font_03,irrelevant,face,right,face_01,1.5,1.71717749616802,0.166,offset,1000
prp,0,7,20,letter_15,false_font_03,non-target,letter,left,letter_06,0.5,1.34660847559025,0.166,onset,1000
prp,0,7,21,letter_15,false_font_03,non-target,false_font,right,false_font_09,1,0.847336311643442,0.466,offset,1000
prp,0,7,22,letter_15,false_font_03,irrelevant,object,left,object_20,0.5,0.703640931529963,0.166,offset,1000
prp,0,7,23,letter_15,false_font_03,target,letter,right,letter_15,0.5,1.45168315443107,0,offset,1000
prp,0,7,24,letter_15,false_font_03,irrelevant,face,center,face_18,1,1.79061706310569,0.466,offset,1000
prp,0,7,25,letter_15,false_font_03,non-target,letter,right,letter_08,1,1.27858750603227,0.166,offset,1000
prp,0,7,26,letter_15,false_font_03,non-target,letter,center,letter_08,1,1.49641509674387,0,onset,1100
prp,0,7,27,letter_15,false_font_03,target,letter,left,letter_15,0.5,1.11216494668372,266,offset,1100
prp,0,7,28,letter_15,false_font_03,non-target,false_font,left,false_font_20,0.5,1.24813467865483,0.466,offset,1100
prp,0,7,29,letter_15,false_font_03,irrelevant,object,right,object_19,0.5,1.74194785592288,0.266,onset,1000
prp,0,7,30,letter_15,false_font_03,irrelevant,face,center,face_09,1,0.788321209510878,0.266,onset,1100
prp,0,7,31,letter_15,false_font_03,target,false_font,center,false_font_03,1,0.940063879727053,466,offset,1000
prp,0,7,32,letter_15,false_font_03,non-target,letter,left,letter_17,1.5,1.16788911778674,0,onset,1100
prp,0,7,33,letter_15,false_font_03,irrelevant,object,left,object_06,0.5,1.46407293549317,0.466,onset,1100
prp,0,7,34,letter_15,false_font_03,non-target,false_font,left,false_font_19,1.5,1.09171034168277,0.466,onset,1100
prp,0,7,35,letter_15,false_font_03,irrelevant,face,center,face_05,1,0.947207523723553,0.466,onset,1100
prp,0,7,36,letter_15,false_font_03,irrelevant,object,center,object_11,1,1.89302073204762,0.266,onset,1000
prp,0,7,37,letter_15,false_font_03,non-target,false_font,right,false_font_20,1.5,1.99640628305068,0.166,offset,1000
prp,0,8,1,letter_04,false_font_10,irrelevant,object,center,object_11,1.5,0.837473669362599,0.166,offset,1000
prp,0,8,2,letter_04,false_font_10,irrelevant,face,right,face_10,1,0.779388239546418,0.266,offset,1100
prp,0,8,3,letter_04,false_font_10,non-target,false_font,center,false_font_17,1.5,1.50827506279623,0.466,onset,1000
prp,0,8,4,letter_04,false_font_10,irrelevant,face,center,face_12,1,1.20035786058873,0.466,onset,1000
prp,0,8,5,letter_04,false_font_10,non-target,letter,center,letter_10,1,1.60784545217886,0,offset,1000
prp,0,8,6,letter_04,false_font_10,irrelevant,object,right,object_14,1,1.19202271871755,0.266,offset,1000
prp,0,8,7,letter_04,false_font_10,irrelevant,face,center,face_19,0.5,1.22916236972888,0,offset,1100
prp,0,8,8,letter_04,false_font_10,irrelevant,object,center,object_10,0.5,1.20045953411337,0.466,onset,1100
prp,0,8,9,letter_04,false_font_10,irrelevant,object,center,object_20,1.5,0.850998040056277,0.166,offset,1100
prp,0,8,10,letter_04,false_font_10,non-target,letter,center,letter_12,0.5,0.943736570369431,0.266,onset,1100
prp,0,8,11,letter_04,false_font_10,non-target,false_font,right,false_font_06,1,1.21556913198295,0.166,offset,1000
prp,0,8,12,letter_04,false_font_10,irrelevant,object,center,object_16,1.5,0.852354104262804,0.466,onset,1000
prp,0,8,13,letter_04,false_font_10,irrelevant,object,left,object_05,1.5,1.23895253300171,0.466,onset,1100
prp,0,8,14,letter_04,false_font_10,target,letter,center,letter_04,1.5,1.11868175661772,166,onset,1100
prp,0,8,15,letter_04,false_font_10,target,false_font,left,false_font_10,1,1.66761602369474,266,offset,1000
prp,0,8,16,letter_04,false_font_10,non-target,letter,left,letter_09,1,1.648161268578,0.266,offset,1000
prp,0,8,17,letter_04,false_font_10,non-target,letter,center,letter_12,1.5,0.816257368949254,0.166,onset,1000
prp,0,8,18,letter_04,false_font_10,target,false_font,right,false_font_10,1,0.993785278352058,166,offset,1000
prp,0,8,19,letter_04,false_font_10,non-target,letter,center,letter_09,1,1.59572164171149,0.466,offset,1000
prp,0,8,20,letter_04,false_font_10,irrelevant,face,center,face_11,1,1.37681499644087,0.466,offset,1000
prp,0,8,21,letter_04,false_font_10,irrelevant,face,right,face_05,1.5,0.723615688947824,0,onset,1100
prp,0,8,22,letter_04,false_font_10,non-target,false_font,left,false_font_19,1,0.83926817133561,0.166,offset,1100
prp,0,8,23,letter_04,false_font_10,irrelevant,face,center,face_04,1.5,1.14134667215115,0.166,onset,1100
prp,0,8,24,letter_04,false_font_10,non-target,letter,center,letter_13,1,0.919932020865307,0,onset,1000
prp,0,8,25,letter_04,false_font_10,non-target,letter,left,letter_15,1,1.19976378548891,0,onset,1100
prp,0,8,26,letter_04,false_font_10,non-target,letter,center,letter_03,1.5,1.09212149341205,0.466,offset,1100
prp,0,8,27,letter_04,false_font_10,non-target,false_font,left,false_font_17,1,1.20590809801138,0.466,offset,1100
prp,0,8,28,letter_04,false_font_10,non-target,letter,right,letter_17,1,0.907908304277949,0.466,offset,1100
prp,0,8,29,letter_04,false_font_10,irrelevant,object,center,object_05,0.5,1.54604742578257,0,offset,1100
prp,0,8,30,letter_04,false_font_10,non-target,letter,center,letter_20,0.5,0.712547773270016,0.266,offset,1100
prp,0,8,31,letter_04,false_font_10,irrelevant,object,left,object_02,1.5,1.57505578246865,0.466,offset,1100
prp,0,8,32,letter_04,false_font_10,non-target,letter,right,letter_03,0.5,1.08280279396882,0.166,offset,1100
prp,0,8,33,letter_04,false_font_10,non-target,false_font,center,false_font_02,1.5,1.11882936000546,0.266,onset,1000
prp,0,8,34,letter_04,false_font_10,irrelevant,object,center,object_20,1.5,1.2394915897882,0,onset,1100
prp,0,8,35,letter_04,false_font_10,target,false_font,left,false_font_10,1,1.28803306697178,266,offset,1100
prp,0,8,36,letter_04,false_font_10,irrelevant,object,center,object_10,1,1.16634529451572,0.466,onset,1000
prp,0,9,1,letter_15,false_font_14,irrelevant,face,right,face_12,0.5,1.20580972256393,0.166,onset,1000
prp,0,9,2,letter_15,false_font_14,non-target,letter,center,letter_19,1,1.27201807841401,0.166,onset,1000
prp,0,9,3,letter_15,false_font_14,irrelevant,face,right,face_02,0.5,0.989896472914163,0.466,offset,1000
prp,0,9,4,letter_15,false_font_14,non-target,letter,right,letter_05,0.5,1.70713541932929,0.266,onset,1100
prp,0,9,5,letter_15,false_font_14,irrelevant,face,right,face_20,0.5,0.894115353947162,0,onset,1000
prp,0,9,6,letter_15,false_font_14,irrelevant,face,left,face_19,1,0.707849000580733,0.466,offset,1000
prp,0,9,7,letter_15,false_font_14,irrelevant,object,center,object_03,1,1.34053819234433,0.166,onset,1100
prp,0,9,8,letter_15,false_font_14,target,letter,left,letter_15,1,1.70037265153397,266,onset,1100
prp,0,9,9,letter_15,false_font_14,non-target,false_font,right,false_font_20,0.5,1.48916736304236,0.466,onset,1000
prp,0,9,10,letter_15,false_font_14,irrelevant,face,center,face_13,0.5,1.73324635320689,0.266,onset,1100
